KORAD_TIME;KORAD_U;KORAD_I;LCARD_CH0MEAN;LCARD_CH1MEAN;LCARD_CH0STD;LCARD_CH1STD;LCARD_CH0MIN;LCARD_CH1MIN;LCARD_CH0MAX;LCARD_CH1MAX;LCARD_COMP_TIME;U_a_kV;U_ps_kV;J;;CommandTable
0.0057904720306396484;0.058;0.299;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00716710090637207;0.0;0.0;0.0
1.0256621837615967;0.058;0.299;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.027082920074463;0.0;0.0;0.0
2.0377845764160156;0.058;0.299;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0391523838043213;0.0;0.0;0.0
3.0540053844451904;0.058;0.299;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0554862022399902;0.0;0.0;0.0
4.076129913330078;0.058;0.299;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.077578544616699;0.0;0.0;0.0
5.103136301040649;0.058;0.299;0.003834374714642763;0.003937499597668648;0.000595810532104224;0.0006386020104400814;0.002624999964609742;0.002624999964609742;0.004875000100582838;0.005625000223517418;5.10488224029541;0.015563239516476868;0.01536330921805739;-0.013301536326023777
6.124033451080322;0.058;0.299;0.003834374714642763;0.003937499597668648;0.000595810532104224;0.0006386020104400814;0.002624999964609742;0.002624999964609742;0.004875000100582838;0.005625000223517418;6.125460624694824;0.015563239516476868;0.01536330921805739;-0.013301536326023777
7.1516547203063965;0.058;0.299;0.003834374714642763;0.003937499597668648;0.000595810532104224;0.0006386020104400814;0.002624999964609742;0.002624999964609742;0.004875000100582838;0.005625000223517418;7.153251647949219;0.015563239516476868;0.01536330921805739;-0.013301536326023777
8.179949760437012;0.058;0.299;0.003834374714642763;0.003937499597668648;0.000595810532104224;0.0006386020104400814;0.002624999964609742;0.002624999964609742;0.004875000100582838;0.005625000223517418;8.181387186050415;0.015563239516476868;0.01536330921805739;-0.013301536326023777
9.20468521118164;0.058;0.299;0.003834374714642763;0.003937499597668648;0.000595810532104224;0.0006386020104400814;0.002624999964609742;0.002624999964609742;0.004875000100582838;0.005625000223517418;9.206138372421265;0.015563239516476868;0.01536330921805739;-0.013301536326023777
10.225242614746094;0.058;0.299;0.003834374714642763;0.003937499597668648;0.000595810532104224;0.0006386020104400814;0.002624999964609742;0.002624999964609742;0.004875000100582838;0.005625000223517418;10.226778030395508;0.015563239516476868;0.01536330921805739;-0.013301536326023777
11.246568202972412;0.058;0.299;0.003834374714642763;0.003937499597668648;0.000595810532104224;0.0006386020104400814;0.002624999964609742;0.002624999964609742;0.004875000100582838;0.005625000223517418;11.247817039489746;0.015563239516476868;0.01536330921805739;-0.013301536326023777
12.267574548721313;0.058;0.299;0.003834374714642763;0.003937499597668648;0.000595810532104224;0.0006386020104400814;0.002624999964609742;0.002624999964609742;0.004875000100582838;0.005625000223517418;12.269012928009033;0.015563239516476868;0.01536330921805739;-0.013301536326023777
13.296221017837524;0.058;0.299;0.003834374714642763;0.003937499597668648;0.000595810532104224;0.0006386020104400814;0.002624999964609742;0.002624999964609742;0.004875000100582838;0.005625000223517418;13.29774022102356;0.015563239516476868;0.01536330921805739;-0.013301536326023777
14.316057443618774;0.058;0.299;0.003834374714642763;0.003937499597668648;0.000595810532104224;0.0006386020104400814;0.002624999964609742;0.002624999964609742;0.004875000100582838;0.005625000223517418;14.31746792793274;0.015563239516476868;0.01536330921805739;-0.013301536326023777
15.33546781539917;0.058;0.299;0.003918749280273914;0.0037781246937811375;0.0006272148457355797;0.0005127190379425883;0.002624999964609742;0.002624999964609742;0.005249999929219484;0.004875000100582838;15.33690595626831;0.014933299184905682;0.015701375431821117;0.017445946919778334
16.356220722198486;0.058;0.299;0.003918749280273914;0.0037781246937811375;0.0006272148457355797;0.0005127190379425883;0.002624999964609742;0.002624999964609742;0.005249999929219484;0.004875000100582838;16.35755944252014;0.014933299184905682;0.015701375431821117;0.017445946919778334
17.376168489456177;0.058;0.299;0.003918749280273914;0.0037781246937811375;0.0006272148457355797;0.0005127190379425883;0.002624999964609742;0.002624999964609742;0.005249999929219484;0.004875000100582838;17.37750267982483;0.014933299184905682;0.015701375431821117;0.017445946919778334
18.400017023086548;0.058;0.299;0.003918749280273914;0.0037781246937811375;0.0006272148457355797;0.0005127190379425883;0.002624999964609742;0.002624999964609742;0.005249999929219484;0.004875000100582838;18.4013774394989;0.014933299184905682;0.015701375431821117;0.017445946919778334
19.4123592376709;0.058;0.299;0.003918749280273914;0.0037781246937811375;0.0006272148457355797;0.0005127190379425883;0.002624999964609742;0.002624999964609742;0.005249999929219484;0.004875000100582838;19.413594007492065;0.014933299184905682;0.015701375431821117;0.017445946919778334
20.430718898773193;0.058;0.299;0.003918749280273914;0.0037781246937811375;0.0006272148457355797;0.0005127190379425883;0.002624999964609742;0.002624999964609742;0.005249999929219484;0.004875000100582838;20.432064056396484;0.014933299184905682;0.015701375431821117;0.017445946919778334
21.450376749038696;0.058;0.299;0.003918749280273914;0.0037781246937811375;0.0006272148457355797;0.0005127190379425883;0.002624999964609742;0.002624999964609742;0.005249999929219484;0.004875000100582838;21.451772212982178;0.014933299184905682;0.015701375431821117;0.017445946919778334
22.469279527664185;0.058;0.299;0.003918749280273914;0.0037781246937811375;0.0006272148457355797;0.0005127190379425883;0.002624999964609742;0.002624999964609742;0.005249999929219484;0.004875000100582838;22.470811128616333;0.014933299184905682;0.015701375431821117;0.017445946919778334
