KORAD_TIME;LCARD_CH0MEAN;LCARD_CH1MEAN;LCARD_CH2MEAN;LCARD_CH3MEAN;LCARD_CH0STD;LCARD_CH1STD;LCARD_CH2STD;LCARD_CH3STD;LCARD_CH0MIN;LCARD_CH1MIN;LCARD_CH2MIN;LCARD_CH3MIN;LCARD_CH0MAX;LCARD_CH1MAX;LCARD_CH2MAX;LCARD_CH3MAX;LCARD_COMP_TIME;U_anode_V;I_anode_uA;;CommandTable
0.00010943412780761719;0.00048375007463619113;0.0001799999736249447;0.0006937501020729542;0.0006899998406879604;0.000603027583565563;0.0005845190025866032;0.0005571621586568654;0.0009789153700694442;-0.000750000006519258;-0.0011249999515712261;-0.000750000006519258;-0.001500000013038516;0.0022499999031424522;0.0022499999031424522;0.0022499999031424522;0.002624999964609742;0.0013031959533691406;0.5039999261498451;0.00170100056566298
1.0180823802947998;0.0005175000405870378;0.00025874999118968844;0.0008400005172006786;0.0008400001097470522;0.0006270018056966364;0.0005105924210511148;0.0007613886264152825;0.0010407448280602694;-0.0011249999515712261;-0.000750000006519258;-0.000750000006519258;-0.0022499999031424522;0.0022499999031424522;0.001500000013038516;0.002624999964609742;0.003375000087544322;1.0196752548217773;0.7244999753311276;0.0014490002766251564
2.03279709815979;0.0006975001888349652;0.0005062501295469701;0.0007237500976771116;0.0006862500449642539;0.0005511860945262015;0.0006438106065616012;0.0007100382936187088;0.0009262653184123337;-0.000375000003259629;-0.0011249999515712261;-0.0011249999515712261;-0.0022499999031424522;0.002624999964609742;0.003000000026077032;0.003000000026077032;0.002624999964609742;2.0341994762420654;1.4175003627315164;0.0010710003320127724
3.0542333126068115;0.0006000000867061317;0.0004387500521261245;0.0007687499164603651;0.000690000073518604;0.0006297319778241217;0.0005409755394794047;0.000686106679495424;0.0010252256179228425;-0.000750000006519258;-0.0011249999515712261;-0.0011249999515712261;-0.0022499999031424522;0.002624999964609742;0.001500000013038516;0.002624999964609742;0.003000000026077032;3.055746078491211;1.2285001459531486;0.0009030001936480403
4.077909708023071;0.0006450001383200288;0.00039750008727423847;0.0008550002239644527;0.0009937502909451723;0.0006094876443967223;0.0006469590007327497;0.0007741368026472628;0.000992688350379467;-0.001500000013038516;-0.0011249999515712261;-0.0011249999515712261;-0.0011249999515712261;0.0022499999031424522;0.003000000026077032;0.002624999964609742;0.003375000087544322;4.0794947147369385;1.1130002443678677;0.0013860002858564256
5.102041959762573;0.0006937501020729542;0.0009712502942420542;0.000840000226162374;0.0006562501075677574;0.0006055408157408237;0.0005488211172632873;0.0006794023793190718;0.0010039570042863488;-0.000750000006519258;-0.000375000003259629;-0.000375000003259629;-0.002624999964609742;0.0022499999031424522;0.0022499999031424522;0.003000000026077032;0.003375000087544322;5.10357141494751;2.719500823877752;-0.0015540010761469602
6.116396427154541;0.0006412501097656786;0.0005962501745671034;0.0009337504161521792;0.0007612502085976303;0.0006281558307819068;0.0005978750996291637;0.0005574649549089372;0.0009785342263057828;-0.000750000006519258;-0.000750000006519258;-0.000375000003259629;-0.001500000013038516;0.003000000026077032;0.002624999964609742;0.002624999964609742;0.003000000026077032;6.117739200592041;1.6695004887878895;0.00025199963711202144
7.138256549835205;0.0007612500339746475;0.0005625002668239176;0.0007687502074986696;0.0007650001207366586;0.0006149428081698716;0.0005574774695560336;0.0007043115328997374;0.001043174066580832;-0.000750000006519258;-0.000750000006519258;-0.0011249999515712261;-0.001500000013038516;0.0022499999031424522;0.0022499999031424522;0.002624999964609742;0.003000000026077032;7.139684677124023;1.5750007471069694;0.0011129986960440874
8.160723447799683;0.0004725000180769712;0.0005325001548044384;0.0006862501031719148;0.0006562501075677574;0.0005346084944903851;0.0006367935566231608;0.0007175248465500772;0.0011428274447098374;-0.000375000003259629;-0.000750000006519258;-0.0011249999515712261;-0.002624999964609742;0.0022499999031424522;0.0022499999031424522;0.002624999964609742;0.003000000026077032;8.162284135818481;1.4910004334524274;-0.00033600076567381616
9.17544150352478;0.0008475001086480916;0.0006825000746175647;0.0010012503480538726;0.000858750194311142;0.0006721186800859869;0.0006124795763753355;0.0006117327720858157;0.001082048867829144;-0.000375000003259629;-0.000375000003259629;-0.000375000003259629;-0.0022499999031424522;0.002624999964609742;0.002624999964609742;0.002624999964609742;0.003375000087544322;9.187728881835938;1.911000208929181;0.0009240001905709504
