KORAD_TIME;KORAD_U;KORAD_I;LCARD_CH0MEAN;LCARD_CH1MEAN;LCARD_CH0STD;LCARD_CH1STD;LCARD_CH0MIN;LCARD_CH1MIN;LCARD_CH0MAX;LCARD_CH1MAX;LCARD_COMP_TIME;U_anode_V;I_anode_uA;;CommandTable
0.0057048797607421875;0.001;0.024;0.004492500796914101;0.005370001774281263;0.00048309550038538873;0.0006294638733379543;0.003000000026077032;0.0037499999161809683;0.005625000223517418;0.006750000175088644;0.00718379020690918;15.036004967987537;-0.0049140054732561105
1.0284574031829834;0.001;0.024;0.004526251461356878;0.004612501244992018;0.0005148709751665592;0.0005316543392837048;0.003000000026077032;0.003375000087544322;0.0063749998807907104;0.0063749998807907104;1.0300071239471436;12.91500348597765;-0.00048299878835678095
2.0555968284606934;0.001;0.024;0.004488750826567411;0.004923752509057522;0.0006285140989348292;0.0005373244057409465;0.003000000026077032;0.0037499999161809683;0.0063749998807907104;0.0063749998807907104;2.0571370124816895;13.786507025361061;-0.002436009421944618
3.068030834197998;0.178;1.669;0.004451250657439232;0.004447500221431255;0.0005603834288194776;0.0005303830257616937;0.003000000026077032;0.003000000026077032;0.005625000223517418;0.005625000223517418;3.0694024562835693;12.453000620007515;2.1002441644668576e-05
4.096125364303589;0.347;1.669;0.004432500805705786;0.005126251373440027;0.000520642613992095;0.0006320836837403476;0.003000000026077032;0.0037499999161809683;0.005249999929219484;0.006750000175088644;4.097630500793457;14.353503845632076;-0.0038850031793117522
5.122578859329224;0.528;1.669;0.004541250877082348;0.005073752254247665;0.0005326977698132396;0.0005648824735544622;0.003000000026077032;0.0037499999161809683;0.0063749998807907104;0.006750000175088644;5.123956918716431;14.206506311893463;-0.002982007712125778
6.148845911026001;0.632;1.669;0.004492500796914101;0.003903747769072652;0.0005735906306654215;0.0005144337774254382;0.003000000026077032;0.002624999964609742;0.0063749998807907104;0.004875000100582838;6.150253057479858;10.930493753403425;0.003297016955912113
7.174222469329834;0.672;1.669;0.004481250420212746;0.0035287479404360056;0.0005260034813545644;0.0005664735217578709;0.003000000026077032;0.0022499999031424522;0.0063749998807907104;0.004875000100582838;7.17584490776062;9.880494233220816;0.005334013886749744
8.187280654907227;0.684;1.669;0.004642501939088106;0.0036937484983354807;0.0005581834120675921;0.0005286701489239931;0.003375000087544322;0.0022499999031424522;0.005625000223517418;0.0044999998062849045;8.188918113708496;10.342495795339346;0.005313019268214703
9.207079410552979;0.689;1.669;0.004473750479519367;0.0035362488124519587;0.0006098910816945136;0.000600597239099443;0.003000000026077032;0.0022499999031424522;0.0063749998807907104;0.005249999929219484;9.208564519882202;9.901496674865484;0.005250009335577488
10.228020429611206;0.692;1.669;0.004357500467449427;0.0034124981611967087;0.0005900264368392527;0.0006375000230036676;0.003000000026077032;0.0011249999515712261;0.0063749998807907104;0.004875000100582838;10.2296724319458;9.554994851350784;0.00529201291501522
11.25166940689087;0.693;1.669;0.004545001313090324;0.0035587481688708067;0.0006370146875269711;0.0005624874611385167;0.003375000087544322;0.0022499999031424522;0.0063749998807907104;0.004875000100582838;11.253018856048584;9.964494872838259;0.005523017607629299
12.275255918502808;0.695;1.669;0.004533751402050257;0.0046125007793307304;0.0005279248580336571;0.0006462634773924947;0.003000000026077032;0.003375000087544322;0.005625000223517418;0.006750000175088644;12.27681279182434;12.915002182126045;-0.00044099651277065274
13.294738292694092;0.695;1.669;0.004556250758469105;0.004713751841336489;0.0005013655172660947;0.0006144852377474308;0.003375000087544322;0.003000000026077032;0.005625000223517418;0.0063749998807907104;13.296180009841919;13.198505155742168;-0.0008820060640573501
14.313862562179565;0.696;1.669;0.0046125007793307304;0.004650001414120197;0.0006634428864344954;0.000548577809240669;0.003000000026077032;0.003375000087544322;0.006750000175088644;0.0063749998807907104;14.31543779373169;13.020003959536552;-0.00021000355482101438
15.341414213180542;0.696;1.669;0.004590000957250595;0.004695001989603043;0.0006476111593656242;0.0005845190607942641;0.003000000026077032;0.003375000087544322;0.0063749998807907104;0.0063749998807907104;15.342771053314209;13.14600557088852;-0.000588005781173706
16.366908311843872;0.697;1.669;0.004560001660138369;0.003997499123215675;0.000545286457054317;0.0005717243766412139;0.003000000026077032;0.002624999964609742;0.006750000175088644;0.005249999929219484;16.368425607681274;11.192997545003891;0.003150014206767082
17.38605499267578;0.697;1.669;0.004477501381188631;0.0033262481447309256;0.0005403643008321524;0.0006466003833338618;0.003000000026077032;0.001500000013038516;0.0063749998807907104;0.004875000100582838;17.387601852416992;9.313494805246592;0.006447018124163151
18.404444932937622;0.697;1.669;0.004391251131892204;0.003412498626857996;0.0005094897351227701;0.0005290025728754699;0.003000000026077032;0.0022499999031424522;0.005625000223517418;0.0044999998062849045;18.406168222427368;9.554996155202389;0.0054810140281915665
19.43151021003723;0.698;1.669;0.004485000856220722;0.004702502395957708;0.0005353972665034235;0.0005572757218033075;0.003000000026077032;0.003375000087544322;0.0063749998807907104;0.0063749998807907104;19.43270182609558;13.167006708681583;-0.0012180086225271223
20.45914363861084;0.698;1.669;0.004432500805705786;0.004181249532848597;0.0005546451429836452;0.0005596803966909647;0.003000000026077032;0.002624999964609742;0.0063749998807907104;0.005625000223517418;20.460550546646118;11.70749869197607;0.0014070071280002593
21.477542400360107;0.698;1.669;0.004575001075863838;0.00475500151515007;0.0006046693306416273;0.0005733453435823321;0.003000000026077032;0.003375000087544322;0.0063749998807907104;0.0063749998807907104;21.47920560836792;13.314004242420197;-0.001008002460002899
22.497238397598267;0.698;1.669;0.004226249642670155;0.00395249854773283;0.0005608851206488907;0.0005843746475875378;0.003000000026077032;0.002624999964609742;0.0063749998807907104;0.005625000223517418;22.498475074768066;11.066995933651924;0.0015330061316490172
23.516112327575684;0.699;1.669;0.004398750606924295;0.004605001304298639;0.0005110329948365688;0.000583555840421468;0.003375000087544322;0.003375000087544322;0.005625000223517418;0.0063749998807907104;23.517428636550903;12.89400365203619;-0.0011550039052963257
24.537112712860107;0.699;1.669;0.004638751037418842;0.004012499004602432;0.0005873392219655216;0.0006081476458348334;0.003375000087544322;0.003000000026077032;0.0063749998807907104;0.005625000223517418;24.538447618484497;11.23499721288681;0.003507011383771896
25.563717365264893;0.699;1.669;0.004413750488311052;0.0033599981106817722;0.000594951503444463;0.0006068051443435252;0.003375000087544322;0.001500000013038516;0.0063749998807907104;0.004875000100582838;25.565253496170044;9.407994709908962;0.005901013314723968
26.591148138046265;0.699;1.669;0.004526251461356878;0.004800001624971628;0.0005256825243122876;0.0006319610984064639;0.003375000087544322;0.003375000087544322;0.005625000223517418;0.0063749998807907104;26.592515468597412;13.440004549920559;-0.0015330009162425994
27.610100984573364;0.7;1.669;0.004803752060979605;0.004657501354813576;0.0006154913571663201;0.000571626063901931;0.003375000087544322;0.003375000087544322;0.006750000175088644;0.0063749998807907104;27.611461400985718;13.041003793478012;0.0008190039545297622
28.635864734649658;0.7;1.669;0.004728751722723246;0.004841252230107784;0.0005684559000656009;0.0006164046935737133;0.003375000087544322;0.0037499999161809683;0.0063749998807907104;0.006750000175088644;28.637168884277344;13.555506244301796;-0.0006300028413534164
29.655065059661865;0.7;1.669;0.004492501728236675;0.0037649984005838633;0.0005735907470807433;0.0005353969754651189;0.003000000026077032;0.002624999964609742;0.005625000223517418;0.005625000223517418;29.656527519226074;10.541995521634817;0.0040740186348557465
30.674572229385376;0.7;1.669;0.0043725003488361835;0.004383750259876251;0.0005037298542447388;0.0005728916148655117;0.003375000087544322;0.002624999964609742;0.005249999929219484;0.0063749998807907104;30.675895929336548;12.274500727653503;-6.299950182437896e-05
31.702594995498657;0.701;1.669;0.00463500153273344;0.004068749025464058;0.0006419405690394342;0.0005794327589683235;0.003000000026077032;0.002624999964609742;0.0063749998807907104;0.005249999929219484;31.703956127166748;11.392497271299362;0.003171014040708542
32.72673749923706;0.701;1.669;0.004421250429004431;0.004646250978112221;0.0005669697420671582;0.0006272596074268222;0.003000000026077032;0.003000000026077032;0.005625000223517418;0.0063749998807907104;32.7281014919281;13.009502738714218;-0.001260003075003624
33.75382113456726;0.701;1.669;0.004466251004487276;0.0045187510550022125;0.0005639854352921247;0.000517920998390764;0.003375000087544322;0.003375000087544322;0.0063749998807907104;0.0063749998807907104;33.75522756576538;12.652502954006195;-0.00029400028288364407
34.77796387672424;0.701;1.669;0.004593751393258572;0.0036599980667233467;0.0005842663813382387;0.0005514411022886634;0.003375000087544322;0.0022499999031424522;0.0063749998807907104;0.005249999929219484;34.77955746650696;10.24799458682537;0.0052290186285972595
35.79603815078735;0.702;1.669;0.004443750251084566;0.0044512501917779446;0.0006170431734062731;0.0005653803236782551;0.003000000026077032;0.003000000026077032;0.0063749998807907104;0.0063749998807907104;35.797600507736206;12.463500536978245;-4.199966788291931e-05
36.82078671455383;0.702;1.669;0.00456750113517046;0.003588747000321746;0.0005571747897192836;0.0005466645816341043;0.003000000026077032;0.0022499999031424522;0.0063749998807907104;0.004875000100582838;36.82223320007324;10.048491600900888;0.0054810231551527975
37.84716749191284;0.702;1.669;0.004586250986903906;0.004706251434981823;0.0005925830919295549;0.0005842663813382387;0.003375000087544322;0.003375000087544322;0.0063749998807907104;0.0063749998807907104;37.84877109527588;13.177504017949104;-0.0006720025092363357
