KORAD_TIME;LCARD_CH0MEAN;LCARD_CH1MEAN;LCARD_CH0STD;LCARD_CH1STD;LCARD_CH0MIN;LCARD_CH1MIN;LCARD_CH0MAX;LCARD_CH1MAX;LCARD_COMP_TIME;U_a_kV;U_ps_kV;J_uA;;CommandTable
19.418595790863037;-0.001312499982304871;-0.0009374999208375812;0.003937500063329935;0.0035624997690320015;-0.005249999929219484;-0.0044999998062849045;0.002624999964609742;0.002624999964609742;19.42210578918457;-0.0037055332839430084;-0.005258834771635833;-0.04721439888166752
19.439841747283936;0.002062499988824129;0.001500000013038516;0.002062499988824129;0.001500000013038516;0.0;0.0;0.004124999977648258;0.003000000026077032;19.443840742111206;0.005928853806476348;0.008263883279205582;0.07081448657071682
19.462071895599365;-0.003562500001862645;-0.003187500173225999;0.003562500001862645;0.002437500050291419;-0.00712500000372529;-0.005625000223517418;0.0;-0.000750000006519258;19.465014696121216;-0.012598814913936754;-0.014273980294345082;-0.04704404000394463
19.48206663131714;-0.0003750000614672899;-0.0001875001471489668;0.0044999998062849045;0.004687500186264515;-0.004875000100582838;-0.004875000100582838;0.004124999977648258;0.0044999998062849045;19.491066217422485;-0.0007411073009840584;-0.0015025244870073321;-0.02362847593488963
19.508066654205322;0.0001875000016298145;0.0;0.0001875000016298145;0.000375000003259629;0.0;-0.000375000003259629;0.000375000003259629;0.000375000003259629;19.51106595993042;0.0;0.0007512621268924374;0.023642681080510316
19.527066230773926;-0.0028124998789280653;-0.003937500063329935;0.002437500050291419;0.000937500037252903;-0.005249999929219484;-0.004875000100582838;-0.000375000003259629;-0.003000000026077032;19.52906608581543;-0.015563241357035316;-0.011268931320330418;0.14215418513181854
19.55624771118164;0.002062499988824129;0.0022499999031424522;0.002437500050291419;0.0018749999580904841;-0.000375000003259629;0.000375000003259629;0.0044999998062849045;0.004124999977648258;19.560468196868896;0.00889328024957491;0.008263883279205582;-0.02381299956369681
19.577948331832886;0.002812500111758709;0.0022499999031424522;0.002062499988824129;0.0018749999580904841;0.000750000006519258;0.000375000003259629;0.004875000100582838;0.004124999977648258;19.579874753952026;0.00889328024957491;0.011268932253220247;0.07075773943765273
19.598074436187744;-0.0003750000614672899;-0.0003749999450519681;0.0044999998062849045;0.003750000149011612;-0.004875000100582838;-0.004124999977648258;0.004124999977648258;0.003375000087544322;19.601075649261475;-0.001482213221549281;-0.0015025244870073321;2.8373566532044436e-05
19.62114405632019;-0.0011249999515712261;-0.0001875001471489668;0.005249999929219484;0.004687500186264515;-0.0063749998807907104;-0.004875000100582838;0.004124999977648258;0.0044999998062849045;19.627074718475342;-0.0007411073009840584;-0.004507572528132167;-0.11819918557762261
19.644177436828613;-0.004124999977648258;-0.003000000026077032;0.0037499999161809683;0.0022499999031424522;-0.00787500012665987;-0.005249999929219484;-0.000375000003259629;-0.000750000006519258;19.645177602767944;-0.011857707612952696;-0.016527766558411164;-0.14162897314143363
19.66324806213379;-0.0011250001844018698;-0.000937500037252903;0.005625000223517418;0.0054374998435378075;-0.006750000175088644;-0.0063749998807907104;0.0044999998062849045;0.0044999998062849045;19.668177604675293;-0.00370553374408262;-0.004507573461021997;-0.023571728801825544
19.700255632400513;0.0022499999031424522;0.002624999964609742;0.0022499999031424522;0.002624999964609742;0.0;0.0;0.0044999998062849045;0.005249999929219484;19.70325493812561;0.010375493931263802;0.009015145056264334;-0.047484087247995674
19.73125457763672;0.001875000074505806;0.002437500050291419;0.001500000013038516;0.002437500050291419;0.000375000003259629;0.0;0.003375000087544322;0.004875000100582838;19.73542332649231;0.009634387550558968;0.007512621502146832;-0.07111256320051106
19.763792991638184;-0.002624999964609742;-0.002250000135973096;0.0037499999161809683;0.002625000197440386;-0.0063749998807907104;-0.004875000100582838;0.0011249999515712261;0.000375000003259629;19.764793395996094;-0.008893281169854134;-0.010517669543271666;-0.04711501063176476
19.792319297790527;0.0022499999031424522;0.001312499982304871;0.0014999998966231942;0.0009374999790452421;0.000750000006519258;0.000375000003259629;0.0037499999161809683;0.0022499999031424522;19.801224946975708;0.005187746965631901;0.009015145056264334;0.11811403551940991
19.824331045150757;-0.003937500063329935;-0.003750000149011612;0.003562500001862645;0.003000000026077032;-0.007499999832361937;-0.006750000175088644;-0.000375000003259629;-0.000750000006519258;19.834331274032593;-0.01482213497633048;-0.015776504781352414;-0.0233587875597486
19.85564351081848;0.001312499982304871;0.001312499982304871;0.001312499982304871;0.0009374999790452421;0.0;0.000375000003259629;0.002624999964609742;0.0022499999031424522;19.864665269851685;0.005187746965631901;0.005258834771635833;-9.93588736604523e-05
19.88999652862549;-0.003562500001862645;-0.003000000026077032;0.004687500186264515;0.0044999998062849045;-0.008249999955296516;-0.007499999832361937;0.0011249999515712261;0.001500000013038516;19.89299511909485;-0.011857707612952696;-0.014273980294345082;-0.07070093356972977
19.916552782058716;0.002624999964609742;0.0033749998547136784;0.001500000013038516;0.0011249999515712261;0.0011249999515712261;0.0022499999031424522;0.004124999977648258;0.0044999998062849045;19.91747498512268;0.013339920374362364;0.010517669543271666;-0.09482620388173453
19.948917150497437;-0.002625000197440386;-0.002437500050291419;0.004124999977648258;0.0028124998789280653;-0.006750000175088644;-0.005249999929219484;0.001500000013038516;0.000375000003259629;19.9509174823761;-0.009634387550558968;-0.010517670476161495;-0.02345817580083849
19.9790096282959;0.0007499999483115971;0.001875000074505806;0.001500000013038516;0.001125000067986548;-0.000750000006519258;0.000750000006519258;0.0022499999031424522;0.003000000026077032;19.98207926750183;0.00741106748816524;0.003005048274347292;-0.14199804241801042
