KORAD_TIME;LCARD_CH0MEAN;LCARD_CH1MEAN;LCARD_CH0STD;LCARD_CH1STD;LCARD_CH0MIN;LCARD_CH1MIN;LCARD_CH0MAX;LCARD_CH1MAX;LCARD_COMP_TIME;U_a_kV;U_ps_kV;J_uA;;CommandTable
0.0010013580322265625;0.0005624999757856131;0.0;0.0001875000016298145;0.000375000003259629;0.000375000003259629;-0.000375000003259629;0.000750000006519258;0.000375000003259629;0.0020008087158203125;0.0;0.0022537862640660835;0.07092803957170388
0.021756649017333984;0.0001875000016298145;0.0;0.0005624999757856131;0.000375000003259629;-0.000375000003259629;-0.000375000003259629;0.000750000006519258;0.000375000003259629;0.022687673568725586;0.0;0.0007512621268924374;0.023642681080510316
0.03824138641357422;0.001687500043772161;0.001312499982304871;0.001312500098720193;0.001312499982304871;0.000375000003259629;0.0;0.003000000026077032;0.002624999964609742;0.03925275802612305;0.005187746965631901;0.006761359258643165;0.047186010627014316
0.055788516998291016;0.004312499891966581;0.0031874999403953552;0.003562500001862645;0.0031874999403953552;0.000750000006519258;0.0;0.00787500012665987;0.0063749998807907104;0.05679798126220703;0.01259881399365753;0.017279028335469918;0.1416147790229199
0.07382440567016602;0.00018749997252598405;0.0;0.0009374999790452421;0.0;-0.000750000006519258;0.0;0.0011249999515712261;0.0;0.07482790946960449;0.0;0.0007512620102812087;0.023642677410683245
0.13907933235168457;0.0007499999483115971;0.0005624999757856131;0.001500000013038516;0.0009374999790452421;-0.000750000006519258;-0.000375000003259629;0.0022499999031424522;0.001500000013038516;0.1400904655456543;0.0022233200623937273;0.003005048274347292;0.023600095037516318
0.1576213836669922;0.0;0.000750000006519258;0.0011249999515712261;0.00037499997415579855;-0.0011249999515712261;0.000375000003259629;0.0011249999515712261;0.0011249999515712261;0.15862536430358887;0.002964426903238174;0.0;-0.09462750082253478
0.17496037483215332;0.003937500063329935;0.002812500111758709;0.002812500111758709;0.002812500111758709;0.0011249999515712261;0.0;0.006750000175088644;0.005625000223517418;0.17583656311035156;0.01111660123224786;0.015776504781352414;0.14164316725994738
0.1938326358795166;0.0005624999757856131;0.0009374999790452421;0.0016874999273568392;0.0016874999273568392;-0.0011249999515712261;-0.000750000006519258;0.0022499999031424522;0.002624999964609742;0.19491052627563477;0.0037055335140128145;0.0022537862640660835;-0.04735633278443432
0.21401691436767578;0.0044999998062849045;0.004312499891966581;0.0037499999161809683;0.0031874999403953552;0.000750000006519258;0.0011249999515712261;0.008249999955296516;0.007499999832361937;0.21501517295837402;0.017045454118444985;0.018030290112528668;0.02331620520420742
