KORAD_TIME;KORAD_U;KORAD_I;LCARD_CH0MEAN;LCARD_CH1MEAN;LCARD_CH2MEAN;LCARD_CH0STD;LCARD_CH1STD;LCARD_CH2STD;LCARD_CH0MIN;LCARD_CH1MIN;LCARD_CH2MIN;LCARD_CH0MAX;LCARD_CH1MAX;LCARD_CH2MAX;LCARD_COMP_TIME;U_anode_V;I_anode_uA;;CommandTable
0.0054852962493896484;0.826;1.668;0.002017499879002571;0.0009075003326870501;0.004222500137984753;0.0006745414575561881;0.0005980749265290797;0.0005896450602449477;0.000750000006519258;-0.000750000006519258;0.002624999964609742;0.003375000087544322;0.002624999964609742;0.005625000223517418;0.006819009780883789;2.5410009315237403;0.006215997459366917
1.0240809917449951;0.826;1.668;0.004368750378489494;0.001706250011920929;0.00010499999189050868;0.0005985332536511123;0.0007298061391338706;0.0006254299660213292;0.003000000026077032;0.0;-0.001500000013038516;0.0063749998807907104;0.003375000087544322;0.001500000013038516;1.0254566669464111;4.777500033378601;0.014910002052783965
2.050400495529175;0.826;1.668;0.0015450004721060395;0.004312499891966581;0.0022162506356835365;0.0007817290024831891;0.0005369180580601096;0.0006497246213257313;0.0;0.003000000026077032;0.000750000006519258;0.003375000087544322;0.005625000223517418;0.0037499999161809683;2.0516278743743896;12.074999697506428;-0.015497996751219033
3.0704762935638428;0.827;1.668;0.0025012504775077105;0.004316249862313271;0.0026287499349564314;0.0006667303969152272;0.000510041369125247;0.000637489021755755;0.000750000006519258;0.003000000026077032;0.000750000006519258;0.004124999977648258;0.005249999929219484;0.0037499999161809683;3.0719730854034424;12.085499614477158;-0.010163996554911136
4.0976176261901855;0.827;1.668;0.0018449996132403612;2.9999990147189237e-05;0.004402500577270985;0.0007108798017725348;0.0005897880764678121;0.0006037848070263863;0.000375000003259629;-0.001500000013038516;0.002624999964609742;0.003375000087544322;0.001500000013038516;0.005625000223517418;4.098868131637573;0.08399997241212986;0.010163997889321763
5.118257522583008;0.827;1.668;0.004357500467449427;0.001571250380948186;-0.00044250008068047464;0.0005731001729145646;0.0006785218720324337;0.0005842785467393696;0.003000000026077032;0.000375000003259629;-0.0022499999031424522;0.005625000223517418;0.002624999964609742;0.001500000013038516;5.1196253299713135;4.399501066654921;0.015603000484406947
6.144448757171631;0.827;1.668;0.000731250096578151;0.004353750497102737;0.0021000003907829523;0.0006438108393922448;0.0006427612970583141;0.0006914656842127442;-0.001500000013038516;0.003000000026077032;0.000375000003259629;0.003000000026077032;0.0063749998807907104;0.003375000087544322;6.145782947540283;12.190501391887665;-0.02028600224293768
7.171426773071289;0.827;1.668;0.0006037501152604818;0.004346250090748072;0.0018600005423650146;0.0006250136066228151;0.0004977621720172465;0.000699392578098923;-0.000750000006519258;0.003375000087544322;0.000375000003259629;0.0022499999031424522;0.005625000223517418;0.003375000087544322;7.172889232635498;12.1695002540946;-0.020957999862730503
8.185601234436035;0.827;1.668;0.002340000821277499;0.0018375006038695574;0.004387500695884228;0.0006876320694573224;0.0007124998955987394;0.0005342929507605731;0.000750000006519258;0.000375000003259629;0.003000000026077032;0.0037499999161809683;0.003000000026077032;0.005625000223517418;8.187105894088745;5.145001690834761;0.002814001217484474
9.204769372940063;0.828;1.668;0.004278749693185091;0.002302500419318676;0.002340000355616212;0.0005664734053425491;0.0007036024471744895;0.0008420734666287899;0.003000000026077032;0.000750000006519258;0.000375000003259629;0.0063749998807907104;0.0037499999161809683;0.004124999977648258;9.206111669540405;6.447001174092293;0.011066995933651923
