KORAD_TIME;LCARD_COMP_TIME;U_a_kV;U_ps_kV;J_uA;;CommandTable
20.18038821220398;20.18038821220398;nan;nan;nan
21.18311309814453;21.18311309814453;nan;nan;nan
22.189072608947754;22.189072608947754;nan;nan;nan
23.194425344467163;23.194425344467163;nan;nan;nan
24.205811738967896;24.205811738967896;nan;nan;nan
25.215402126312256;25.215402126312256;nan;nan;nan
26.224671363830566;26.224671363830566;nan;nan;nan
