KORAD_TIME;LCARD_CH0MEAN;LCARD_CH1MEAN;LCARD_CH0STD;LCARD_CH1STD;LCARD_CH0MIN;LCARD_CH1MIN;LCARD_CH0MAX;LCARD_CH1MAX;LCARD_COMP_TIME;U_anode_V;I_anode_uA;;CommandTable
0.00011420249938964844;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001344442367553711;0.0;0.0
1.0166208744049072;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.018416166305542;0.0;0.0
2.034708261489868;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.037123918533325;0.0;0.0
3.047476291656494;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0492799282073975;0.0;0.0
4.059423446655273;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.060784578323364;0.0;0.0
5.070511341094971;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.07197642326355;0.0;0.0
6.083318471908569;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.084910154342651;0.0;0.0
7.094407081604004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.095996618270874;0.0;0.0
8.105167865753174;1.6681406497955322;1.665496826171875;0.0005667888908647001;0.0006984986830502748;1.6664999723434448;1.6634999513626099;1.669124960899353;1.6668750047683716;8.10668158531189;6661.9873046875;0.0026438236236572266
9.12708568572998;1.6681406497955322;1.665496826171875;0.0005667888908647001;0.0006984986830502748;1.6664999723434448;1.6634999513626099;1.669124960899353;1.6668750047683716;9.128702402114868;6661.9873046875;0.0026438236236572266
10.139084577560425;1.6681406497955322;1.665496826171875;0.0005667888908647001;0.0006984986830502748;1.6664999723434448;1.6634999513626099;1.669124960899353;1.6668750047683716;10.14081859588623;6661.9873046875;0.0026438236236572266
11.15586519241333;1.6681406497955322;1.665496826171875;0.0005667888908647001;0.0006984986830502748;1.6664999723434448;1.6634999513626099;1.669124960899353;1.6668750047683716;11.157434940338135;6661.9873046875;0.0026438236236572266
12.167274475097656;1.6681406497955322;1.665496826171875;0.0005667888908647001;0.0006984986830502748;1.6664999723434448;1.6634999513626099;1.669124960899353;1.6668750047683716;12.168740510940552;6661.9873046875;0.0026438236236572266
13.178768396377563;1.6681406497955322;1.665496826171875;0.0005667888908647001;0.0006984986830502748;1.6664999723434448;1.6634999513626099;1.669124960899353;1.6668750047683716;13.180423736572266;6661.9873046875;0.0026438236236572266
14.189398765563965;1.6681406497955322;1.665496826171875;0.0005667888908647001;0.0006984986830502748;1.6664999723434448;1.6634999513626099;1.669124960899353;1.6668750047683716;14.191319704055786;6661.9873046875;0.0026438236236572266
15.208391666412354;1.6681406497955322;1.665496826171875;0.0005667888908647001;0.0006984986830502748;1.6664999723434448;1.6634999513626099;1.669124960899353;1.6668750047683716;15.21366024017334;6661.9873046875;0.0026438236236572266
16.224048852920532;1.6681406497955322;1.665496826171875;0.0005667888908647001;0.0006984986830502748;1.6664999723434448;1.6634999513626099;1.669124960899353;1.6668750047683716;16.225703716278076;6661.9873046875;0.0026438236236572266
