KORAD_TIME;KORAD_U;KORAD_I;LCARD_CH0MEAN;LCARD_CH1MEAN;LCARD_CH0STD;LCARD_CH1STD;LCARD_CH0MIN;LCARD_CH1MIN;LCARD_CH0MAX;LCARD_CH1MAX;LCARD_COMP_TIME;U_a_kV;U_ps_kV;J_uA;U_anode_V;I_anode_uA;;CommandTable
0.005240201950073242;0.0;0.0;0.003937500063329935;0.0022499999031424522;0.000937500037252903;0.0;0.003000000026077032;0.0022499999031424522;0.004875000100582838;0.0022499999031424522;0.0068857669830322266;0.00889328024957491;0.015776504781352414;0.2126138185810605;nan;nan
1.0268044471740723;0.0;0.0;0.001500000013038516;0.0009374999208375812;0.0011249999515712261;0.001312499982304871;0.000375000003259629;-0.000375000003259629;0.002624999964609742;0.0022499999031424522;1.0296878814697266;0.0037055332839430084;0.006010097015139499;0.07085708363200491;nan;nan
2.104037284851074;0.0;0.0;0.002624999964609742;0.002250000135973096;0.002624999964609742;0.002625000197440386;0.0;-0.000375000003259629;0.005249999929219484;0.004875000100582838;2.106994152069092;0.008893281169854134;0.010517669543271666;0.04711501063176476;nan;nan
3.135471820831299;0.0;0.0;-0.000937500037252903;0.00018749997252598405;0.000562500033993274;0.0009374999790452421;-0.001500000013038516;-0.000750000006519258;-0.000375000003259629;0.0011249999515712261;3.13753604888916;0.0007411066107746404;-0.003756310751073416;-0.14187028060598206;nan;nan
4.172509431838989;0.0;0.0;-0.001312499982304871;-0.0005625000922009349;0.002812500111758709;0.002812500111758709;-0.004124999977648258;-0.003375000087544322;0.001500000013038516;0.0022499999031424522;4.17514705657959;-0.0022233205225333395;-0.005258834771635833;-0.09452812726075317;nan;nan
5.207949876785278;0.0;0.0;0.0018749999580904841;0.0031874999403953552;0.000750000006519258;0.00018750003073364496;0.0011249999515712261;0.003000000026077032;0.002624999964609742;0.003375000087544322;5.210955381393433;0.01259881399365753;0.007512621035701917;-0.16574006401423297;nan;nan
6.234092473983765;0.0;0.0;-0.0022499999031424522;-0.002062499988824129;0.0022499999031424522;0.002062499988824129;-0.0044999998062849045;-0.004124999977648258;0.0;0.0;6.2370429039001465;-0.008152173868870075;-0.009015145056264334;-0.023486534696875123;nan;nan
7.263666391372681;0.0;0.0;0.001500000013038516;0.0003749999450519681;0.0037499999161809683;0.003750000149011612;-0.0022499999031424522;-0.003375000087544322;0.005249999929219484;0.004124999977648258;7.265683174133301;0.001482213221549281;0.006010097015139499;0.1418277055768757;nan;nan
8.290941953659058;0.0;0.0;-0.0018749999580904841;-0.002437500050291419;0.0022499999031424522;0.000937500037252903;-0.004124999977648258;-0.003375000087544322;0.000375000003259629;-0.001500000013038516;8.293986082077026;-0.009634387550558968;-0.007512621035701917;0.07111257787981934;nan;nan
9.31884241104126;0.0;0.0;-0.001500000013038516;-0.000750000006519258;0.001500000013038516;0.00037499997415579855;-0.003000000026077032;-0.0011249999515712261;0.0;-0.000375000003259629;9.3218412399292;-0.002964426903238174;-0.006010097015139499;-0.09451394782154773;nan;nan
10.344704866409302;0.0;0.0;0.002812500111758709;0.0024374998174607754;0.0005625000922009349;0.001312499982304871;0.0022499999031424522;0.0011249999515712261;0.003375000087544322;0.0037499999161809683;10.3477201461792;0.009634386630279743;0.011268932253220247;0.0471008752481099;nan;nan
11.365641593933105;0.0;0.0;0.003562500001862645;0.003562500001862645;0.00018749991431832314;0.0005624999757856131;0.003375000087544322;0.003000000026077032;0.0037499999161809683;0.004124999977648258;11.367615461349487;0.014081027675346422;0.014273980294345082;-0.00026968837514103024;nan;nan
12.393099784851074;0.0;0.0;-0.001500000013038516;-0.0011249999515712261;0.0;0.0011249999515712261;-0.001500000013038516;-0.0022499999031424522;-0.001500000013038516;0.0;12.39610481262207;-0.004446640124787455;-0.006010097015139499;-0.04720020475434092;nan;nan
13.423415422439575;0.0;0.0;0.0018749999580904841;0.001687500043772161;0.0022499999031424522;0.001687500043772161;-0.000375000003259629;0.0;0.004124999977648258;0.003375000087544322;13.42642068862915;0.006669960647320794;0.007512621035701917;0.02351492294271545;nan;nan
14.450714826583862;0.0;0.0;0.0011249999515712261;0.001312500098720193;0.0033749998547136784;0.002062499988824129;-0.0022499999031424522;-0.000750000006519258;0.0044999998062849045;0.003375000087544322;14.452722787857056;0.005187747425771513;0.004507572528132167;-0.023742058312118994;nan;nan
15.480533599853516;0.0;0.0;0.002812500111758709;0.002624999964609742;0.00018750003073364496;0.0003750000614672899;0.002624999964609742;0.0022499999031424522;0.003000000026077032;0.003000000026077032;15.483541488647461;0.010375493931263802;0.011268932253220247;0.023443981682324762;nan;nan
16.511162042617798;0.0;0.0;0.0007499999483115971;0.00018750003073364496;0.001500000013038516;0.001312499982304871;-0.000750000006519258;-0.0011249999515712261;0.0022499999031424522;0.001500000013038516;16.5131676197052;0.0007411068408444464;0.003005048274347292;0.07091383810472314;nan;nan
17.537574529647827;0.0;0.0;0.000750000006519258;0.000375000003259629;0.0022499999031424522;0.0011249999515712261;-0.001500000013038516;-0.000750000006519258;0.003000000026077032;0.001500000013038516;17.539907455444336;0.001482213451619087;0.0030050485075697494;0.04725697391077387;nan;nan
18.561824560165405;0.0;0.0;0.000750000006519258;0.000750000006519258;0.0033749998547136784;0.003000000026077032;-0.002624999964609742;-0.0022499999031424522;0.004124999977648258;0.0037499999161809683;18.564830541610718;0.002964426903238174;0.0030050485075697494;-5.6776500493525984e-05;nan;nan
